Date,Open,High,Low,Close,Volume,Market Cap
30.Aug.18,289.75,291.24,275.21,284.11,"1,513,100,000.00","29,449,252,259.00"
31.Aug.18,284.12,284.55,278.51,283.00,"1,411,910,000.00","28,882,613,519.00"
1.Sep.18,283.50,301.14,283.50,295.34,"1,546,630,000.00","28,824,991,126.00"
2.Sep.18,295.45,298.69,290.93,294.37,"1,321,050,000.00","30,046,692,957.00"
3.Sep.18,295.18,295.59,287.43,289.26,"1,394,490,000.00","30,025,069,120.00"
4.Sep.18,289.30,291.58,284.26,285.72,"1,554,870,000.00","29,432,488,855.00"
5.Sep.18,286.05,288.16,232.33,232.33,"2,390,390,000.00","29,107,551,074.00"
6.Sep.18,231.65,231.76,218.12,230.22,"2,097,310,000.00","23,576,873,426.00"
7.Sep.18,229.54,233.90,217.08,217.20,"1,678,260,000.00","23,366,572,107.00"
8.Sep.18,217.91,220.37,193.26,197.95,"1,517,200,000.00","22,187,693,066.00"
9.Sep.18,198.39,207.67,188.31,196.92,"1,585,980,000.00","20,203,492,382.00"
10.Sep.18,197.85,201.88,189.58,197.08,"1,502,960,000.00","20,153,125,179.00"
11.Sep.18,198.18,198.51,180.60,185.07,"1,568,900,000.00","20,190,354,865.00"
12.Sep.18,185.42,185.59,170.26,183.33,"1,874,850,000.00","18,894,773,430.00"
13.Sep.18,183.68,214.00,183.68,211.35,"2,330,720,000.00","18,720,806,713.00"
14.Sep.18,212.67,222.79,204.87,211.75,"2,232,190,000.00","21,679,865,533.00"
15.Sep.18,209.81,226.60,209.61,223.07,"1,670,490,000.00","21,393,105,695.00"
16.Sep.18,222.80,222.80,211.12,220.59,"1,502,260,000.00","22,721,984,527.00"
17.Sep.18,221.58,224.26,195.31,197.88,"2,019,910,000.00","22,602,064,199.00"
18.Sep.18,197.10,213.36,195.93,209.98,"1,800,640,000.00","20,108,282,257.00"
19.Sep.18,209.47,213.87,201.66,209.97,"1,733,330,000.00","21,375,333,033.00"
20.Sep.18,210.29,224.82,207.79,224.59,"1,782,070,000.00","21,462,913,951.00"
21.Sep.18,225.25,248.39,221.57,246.58,"2,836,200,000.00","22,994,636,921.00"
22.Sep.18,247.34,251.20,233.81,240.48,"1,921,820,000.00","25,254,412,109.00"
23.Sep.18,240.99,247.46,237.86,244.33,"1,693,470,000.00","24,611,501,926.00"
24.Sep.18,244.84,245.11,227.49,228.73,"1,748,740,000.00","25,009,868,628.00"
25.Sep.18,228.33,228.33,206.49,218.51,"2,120,360,000.00","23,327,387,770.00"
26.Sep.18,218.65,221.44,209.11,215.85,"1,756,100,000.00","22,342,857,545.00"
27.Sep.18,215.44,230.61,212.65,228.49,"2,030,320,000.00","22,019,534,943.00"
28.Sep.18,229.04,231.75,218.67,222.40,"2,018,120,000.00","23,414,405,283.00"
29.Sep.18,221.71,234.01,216.08,231.64,"2,208,720,000.00","22,668,968,228.00"
30.Sep.18,231.33,236.99,228.45,232.85,"1,765,560,000.00","23,657,737,547.00"
1.Oct.18,233.22,234.15,226.95,230.77,"1,597,500,000.00","23,855,852,479.00"
2.Oct.18,231.10,231.17,225.84,227.18,"1,542,080,000.00","23,643,704,719.00"
3.Oct.18,226.41,226.46,213.97,220.49,"1,683,930,000.00","23,168,243,633.00"
4.Oct.18,220.45,226.15,220.09,222.22,"1,479,500,000.00","22,562,709,805.00"
5.Oct.18,222.27,228.32,220.96,227.60,"1,547,330,000.00","22,753,560,914.00"
6.Oct.18,227.55,227.93,224.25,225.12,"1,505,070,000.00","23,299,225,467.00"
7.Oct.18,225.44,226.37,223.00,226.12,"1,470,480,000.00","23,087,109,194.00"
8.Oct.18,226.51,230.77,224.56,229.26,"1,470,740,000.00","23,201,746,333.00"
9.Oct.18,229.71,230.16,226.40,227.98,"1,405,130,000.00","23,534,297,243.00"
10.Oct.18,227.62,227.71,224.50,225.77,"1,384,040,000.00","23,324,309,565.00"
11.Oct.18,225.61,225.61,189.28,189.50,"2,167,620,000.00","23,123,377,668.00"
12.Oct.18,188.71,199.40,188.71,196.73,"1,487,900,000.00","19,344,966,173.00"
13.Oct.18,196.36,201.28,196.36,199.84,"1,167,610,000.00","20,133,928,471.00"
14.Oct.18,199.69,201.83,195.24,195.72,"1,169,260,000.00","20,479,177,355.00"
15.Oct.18,195.27,222.12,194.16,209.70,"2,865,830,000.00","20,029,798,682.00"
16.Oct.18,209.63,212.17,207.98,210.12,"1,532,280,000.00","21,506,787,251.00"
17.Oct.18,210.22,211.13,205.93,207.08,"1,444,130,000.00","21,571,524,527.00"
18.Oct.18,207.40,208.47,201.74,203.35,"1,365,860,000.00","21,287,050,429.00"
19.Oct.18,203.26,204.66,201.84,203.73,"1,264,480,000.00","20,865,562,767.00"
20.Oct.18,203.52,206.22,203.09,205.43,"1,238,780,000.00","20,896,182,413.00"
21.Oct.18,205.39,208.16,204.62,205.14,"1,190,300,000.00","21,092,979,492.00"
22.Oct.18,205.17,206.93,203.38,204.04,"1,328,980,000.00","21,074,931,431.00"
23.Oct.18,204.02,205.15,201.91,204.34,"1,237,490,000.00","20,960,149,903.00"
24.Oct.18,204.13,205.58,203.35,203.85,"1,102,220,000.00","20,975,699,037.00"
25.Oct.18,203.87,204.13,201.82,202.72,"1,102,900,000.00","20,953,232,970.00"
26.Oct.18,202.34,204.78,201.55,203.33,"1,161,310,000.00","20,799,852,487.00"
27.Oct.18,203.36,206.08,203.13,204.21,"1,084,810,000.00","20,908,930,777.00"
28.Oct.18,204.51,205.92,203.52,205.37,"1,139,140,000.00","21,031,676,024.00"
29.Oct.18,205.17,205.60,195.73,197.25,"1,517,230,000.00","21,104,132,739.00"
30.Oct.18,197.20,198.12,196.35,197.56,"1,363,500,000.00","20,288,262,873.00"
